year	category	procedure	county	hospital	address	discharge_count	median_length_in_days	median_charge_per_stay
2007	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Siskiyou	FAIRCHILD MEDICAL CENTER	444 BRUCE STREET, YREKA, 96097	1	5.0	37015
2007	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Solano	KAISER FND HOSP - REHABILITATION CENTER VALLEJO	975 SERENO DRIVE, VALLEJO, 94590	29	4.0	0
2007	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Solano	NORTH BAY MEDICAL CENTER	1200 B. GALE WILSON BLVD., FAIRFIELD, 94533	4	3.0	63748
2007	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Solano	NORTH BAY VACAVALLEY HOSPITAL	1000 NUT TREE ROAD, VACAVILLE, 95687	1	4.0	92677
2007	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Solano	SUTTER SOLANO MEDICAL CENTER	300 HOSPITAL DRIVE, VALLEJO, 94590	1	6.0	87882
2007	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Sonoma	KAISER FND HOSP - SANTA ROSA	401 BICENTENNIAL WAY, SANTA ROSA, 95403	23	4.0	0
2007	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Sonoma	PETALUMA VALLEY HOSPITAL	400 NORTH MC DOWELL BOULEVARD, PETALUMA, 94954	3	3.0	119386
2007	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Sonoma	SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY	1165 MONTGOMERY DRIVE, SANTA ROSA, 95405	2	5.0	129302
2007	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Sonoma	SUTTER MEDICAL CENTER OF SANTA ROSA	3325 CHANATE ROAD, SANTA ROSA, 95404	2	6.0	76968
2007	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Stanislaus	DOCTORS MEDICAL CENTER	1441 FLORIDA AVENUE, MODESTO, 95350	11	5.0	104254
2007	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Stanislaus	EMANUEL MEDICAL CENTER, INC	825 DELBON AVENUE, TURLOCK, 95380	1	3.0	39695
2007	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Stanislaus	MEMORIAL HOSPITAL MEDICAL CENTER - MODESTO	1700 COFFEE ROAD, MODESTO, 95355	19	5.0	68070
2007	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Stanislaus	STANISLAUS SURGICAL HOSPITAL	1421 OAKDALE ROAD, MODESTO, 95355	7	3.0	96247
2007	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Sutter	FREMONT MEDICAL CENTER	970 PLUMAS STREET, YUBA CITY, 95991	2	5.0	32895
2007	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Tulare	KAWEAH DELTA MEDICAL CENTER	400 WEST MINERAL KING, VISALIA, 93291	19	5.0	54077
2007	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Tulare	SIERRA VIEW DISTRICT HOSPITAL	465 WEST PUTNAM AVENUE, PORTERVILLE, 93257	6	6.0	40848
2007	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Tulare	TULARE REGIONAL MEDICAL CENTER	869 CHERRY AVENUE, TULARE, 93274	4	21.5	92192
2007	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Tuolumne	SONORA REGIONAL MEDICAL CENTER - GREENLEY	1000 Greenley Road, Sonora, 95370	5	4.0	102439
2007	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Ventura	COMMUNITY MEMORIAL HOSPITAL-SAN BUENAVENTURA	147 N. BRENT STREET, VENTURA, 93003	16	4.0	77814
2007	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Ventura	LOS ROBLES HOSPITAL & MEDICAL CENTER	215 WEST JANSS ROAD, THOUSAND OAKS, 91360	9	6.0	74726
2007	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Ventura	SIMI VALLEY HOSPITAL AND HEALTH CARE SVCS-SYCAMORE	2975 NORTH SYCAMORE DRIVE, SIMI VALLEY, 93065	3	6.0	52591
2007	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Ventura	ST. JOHN'S REGIONAL MEDICAL CENTER	1600 NORTH ROSE AVENUE, OXNARD, 93030	7	5.0	62756
2007	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Ventura	THOUSAND OAKS SURGICAL HOSPITAL	401 ROLLING OAKS DRIVE, THOUSAND OAKS, 91361	5	4.0	52297
2007	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Yolo	WOODLAND MEMORIAL HOSPITAL	1325 COTTONWOOD STREET, WOODLAND, 95695	9	6.0	55231
2007	Urinary Procedures	Total Removal of Kidney and Ureter (unilateral)	Yuba	RIDEOUT MEMORIAL HOSPITAL	726 FOURTH ST, MARYSVILLE, 95901	3	8.0	64101
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Alameda	ALAMEDA CO MED CTR - HIGHLAND CAMPUS	1411 EAST 31ST STREET, OAKLAND, 94602	1	4.0	57355
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Alameda	ALAMEDA HOSPITAL	2070 CLINTON, ALAMEDA, 94501	1	6.0	66485
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Alameda	ALTA BATES SUMMIT MED CTR-ALTA BATES CAMPUS	2450 ASHBY STREET, BERKELEY, 94705	10	5.0	95913
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Alameda	ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE	350 HAWTHORNE AVENUE, OAKLAND, 94609	17	5.0	96851
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Alameda	EDEN MEDICAL CENTER	20103 LAKE CHABOT ROAD, CASTRO VALLEY, 94546	1	4.0	72569
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Alameda	KAISER FND HOSP - FREMONT	39400 PASEO PADRE PARKWAY, FREMONT, 94538	10	4.0	0
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Alameda	KAISER FND HOSP - HAYWARD/FREMONT	27400 HESPERIAN BOULEVARD, HAYWARD, 94545	6	5.0	0
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Alameda	KAISER FND HOSP - OAKLAND CAMPUS	280 W. MACARTHUR BOULEVARD, OAKLAND, 94611-5693	20	4.0	0
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Alameda	ST. ROSE HOSPITAL	27200 CALAROGA AVENUE, HAYWARD, 94545	1	4.0	104698
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Alameda	VALLEYCARE MEDICAL CENTER	5555 WEST LAS POSITAS BLVD., PLEASANTON, 94588	13	4.0	99539
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Alameda	WASHINGTON HOSPITAL - FREMONT	2000 MOWRY AVENUE, FREMONT, 94538	5	4.0	89906
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Butte	ENLOE MEDICAL CENTER- ESPLANADE CAMPUS	1531 ESPLANADE, CHICO, 95926	2	5.5	61672
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Butte	FEATHER RIVER HOSPITAL	5974 PENTZ ROAD, PARADISE, 95969	1	2.0	62077
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Contra Costa	CONTRA COSTA REGIONAL MEDICAL CENTER	2500 ALHAMBRA AVENUE, MARTINEZ, 94553	1	5.0	45417
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Contra Costa	JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS	2540 EAST STREET, CONCORD, 94520	14	3.0	82750
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Contra Costa	JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS	1601 YGNACIO VALLEY ROAD, WALNUT CREEK, 94598	16	4.0	89927
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Contra Costa	KAISER FND HOSP - RICHMOND CAMPUS	901 NEVIN, RICHMOND, 94804	7	8.0	0
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Contra Costa	KAISER FND HOSP - WALNUT CREEK	1425 SOUTH MAIN STREET, WALNUT CREEK, 94596-5300	29	5.0	0
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Contra Costa	KAISER FOUND HSP-ANTIOCH	4501 SAND CREEK ROAD, ANTIOCH, 94531	8	4.5	0
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Contra Costa	SAN RAMON REGIONAL MEDICAL CENTER	6001 NORRIS CANYON ROAD, SAN RAMON, 94583	11	5.0	81761
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Contra Costa	SUTTER DELTA MEDICAL CENTER	3901 LONE TREE WAY, ANTIOCH, 94509	1	13.0	126381
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	El Dorado	BARTON MEMORIAL HOSPITAL	2170 SOUTH AVENUE, SOUTH LAKE TAHOE, 96150	2	7.5	124834
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	El Dorado	MARSHALL  MEDICAL CENTER (1-RH)	1100 MARSHALL WAY, PLACERVILLE, 95667	2	3.5	102062
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Fresno	CLOVIS COMMUNITY MEDICAL CENTER	2755 HERNDON AVENUE, CLOVIS, 93612	18	4.0	35861
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Fresno	COMMUNITY REGIONAL MEDICAL CENTER-FRESNO	2823 FRESNO AND R STREETS, FRESNO, 93721	3	6.0	69786
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Fresno	KAISER FND HOSP - FRESNO	7300 NORTH FRESNO STREET, FRESNO, 93720	9	4.0	0
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Fresno	ST. AGNES MEDICAL CENTER	1303 EAST HERNDON AVENUE, FRESNO, 93720	19	4.0	49698
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Humboldt	MAD RIVER COMMUNITY HOSPITAL	3800 JANES ROAD, ARCATA, 95521	2	3.0	31852
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Humboldt	REDWOOD MEMORIAL HOSPITAL	3300 RENNER DRIVE, FORTUNA, 95540	1	4.0	61114
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Humboldt	ST. JOSEPH HOSPITAL - EUREKA	2700 DOLBEER STREET, EUREKA, 95501	2	3.5	55262
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Imperial	EL CENTRO REGIONAL MEDICAL CENTER	1415 ROSS AVENUE, EL CENTRO, 92243	1	7.0	72359
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Imperial	PIONEERS MEMORIAL HOSPITAL	207 WEST LEGION ROAD, BRAWLEY, 92227	1	3.0	31491
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Kern	BAKERSFIELD MEMORIAL HOSPITAL- 34TH STREET	420 - 34TH STREET, BAKERSFIELD, 93301	5	4.0	56058
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Kern	KERN MEDICAL CENTER	1700 MOUNT VERNON AVENUE, BAKERSFIELD, 93306	1	3.0	30390
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Kern	MERCY HOSPITAL - BAKERSFIELD	2215 TRUXTUN AVENUE, BAKERSFIELD, 93301	1	2.0	44989
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Kern	SAN JOAQUIN COMMUNITY HOSPITAL	2615 CHESTER AVENUE, BAKERSFIELD, 93301	5	5.0	99428
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Kings	HANFORD COMMUNITY MEDICAL CENTER	450 GREENFIELD AVENUE, HANFORD, 93230	6	11.0	99634
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Lake	ST. HELENA HOSPITAL - CLEARLAKE	15630 18TH AVE - HWY 53, CLEARLAKE, 95422	1	4.0	62933
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Lake	SUTTER LAKESIDE HOSPITAL	5176 HILL ROAD EAST, LAKEPORT, 95453	3	5.0	79519
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Los Angeles	ANTELOPE VALLEY HOSPITAL	1600 WEST AVENUE J, LANCASTER, 93534	5	5.0	49998
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Los Angeles	CEDARS SINAI MEDICAL CENTER	8700 BEVERLY BOULEVARD, LOS ANGELES, 90048	42	5.0	92362
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Los Angeles	CENTINELA HOSPITAL MEDICAL CENTER	555 EAST HARDY STREET, INGLEWOOD, 90301	2	5.0	152180
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Los Angeles	CITRUS VALLEY MEDICAL CENTER - IC CAMPUS	210 W. SAN BERNARDINO ROAD, COVINA, 91723	3	4.0	58493
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Los Angeles	CITRUS VALLEY MEDICAL CENTER - QV CAMPUS	1115 SOUTH SUNSET AVENUE, WEST COVINA, 91790	1	16.0	103440
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Los Angeles	CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL	1500 EAST DUARTE ROAD, DUARTE, 91010	11	4.0	52545
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Los Angeles	DOWNEY REGIONAL MEDICAL CENTER	11500 BROOKSHIRE AVENUE, DOWNEY, 90241	5	7.0	68923
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Los Angeles	GLENDALE ADVENTIST MEDICAL CENTER - WILSON TERRACE	1509 EAST WILSON TERRACE, GLENDALE, 91206	3	5.0	46326
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Los Angeles	GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER	1420 SOUTH CENTRAL AVENUE, GLENDALE, 91204	2	4.0	56272
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Los Angeles	GOOD SAMARITAN HOSPITAL-LOS ANGELES	1225 WILSHIRE BOULEVARD, LOS ANGELES, 90017	3	3.0	40894
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Los Angeles	HENRY MAYO NEWHALL MEMORIAL HOSPITAL	23845 WEST MCBEAN PARKWAY, VALENCIA, 91355	2	4.5	65878
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Los Angeles	HUNTINGTON MEMORIAL HOSPITAL	100 W. CALIFORNIA BOULEVARD, PASADENA, 91105	16	5.0	51146
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Los Angeles	KAISER FND HOSP - BALDWIN PARK	1011 BALDWIN PARK BLVD., BALDWIN PARK, 91706	18	5.0	0
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Los Angeles	KAISER FND HOSP - BELLFLOWER	9400 EAST ROSECRANS AVENUE, BELLFLOWER, 90706	15	3.0	0
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Los Angeles	KAISER FND HOSP - PANORAMA CITY	13652 CANTARA STREET, PANORAMA CITY, 91402	19	4.0	0
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Los Angeles	KAISER FND HOSP - SOUTH BAY	25825 SOUTH VERMONT AVENUE, HARBOR CITY, 90710	13	4.0	0
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Los Angeles	KAISER FND HOSP - SUNSET	4867 SUNSET BOULEVARD, LOS ANGELES, 90027	8	4.5	0
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Los Angeles	KAISER FND HOSP - WEST LA	6041 CADILLAC AVENUE, LOS ANGELES, 90034	24	3.0	0
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Los Angeles	KAISER FND HOSP - WOODLAND HILLS	5601 DE SOTO AVENUE, WOODLAND HILLS, 91367	19	3.0	0
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Los Angeles	LAKEWOOD REGIONAL MEDICAL CENTER	3700 EAST SOUTH STREET, LAKEWOOD, 90712	1	5.0	87931
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Los Angeles	LONG BEACH MEMORIAL MEDICAL CENTER	2801 ATLANTIC AVENUE, LONG BEACH, 90806	13	4.0	48839
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Los Angeles	MARINA DEL REY HOSPITAL	4650 LINCOLN BOULEVARD, MARINA DEL REY, 90291	3	2.0	58534
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Los Angeles	METHODIST HOSPITAL OF SOUTHERN CALIFORNIA	300 WEST HUNTINGTON DRIVE, ARCADIA, 91007	10	4.0	33821
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Los Angeles	NORTHRIDGE HOSPITAL MEDICAL CENTER	18300 ROSCOE BOULEVARD, NORTHRIDGE, 91328	4	6.5	77400
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Los Angeles	PRESBYTERIAN INTERCOMMUNITY HOSPITAL	12401 EAST WASHINGTON BLVD., WHITTIER, 90602	7	5.0	79915
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Los Angeles	PROVIDENCE HOLY CROSS MEDICAL CENTER	15031 RINALDI STREET, MISSION HILLS, 91345	1	5.0	95915
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Los Angeles	PROVIDENCE LITTLE COMPANY OF MARY MC - TORRANCE	4101 TORRANCE BOULEVARD, TORRANCE, 90503	7	5.0	72232
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Los Angeles	PROVIDENCE SAINT JOSEPH MEDICAL CENTER	501 SO. BUENA VISTA, BURBANK, 91505-4866	13	4.0	70141
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Los Angeles	PROVIDENCE TARZANA MEDICAL CENTER	18321 CLARK STREET, TARZANA, 91356	3	6.0	98389
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Los Angeles	RONALD REAGAN UCLA MEDICAL CENTER	757 WESTWOOD PLAZA, LOS ANGELES, 90095	7	6.0	55369
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Los Angeles	SAN DIMAS COMMUNITY HOSPITAL	1350 WEST COVINA BOULEVARD, SAN DIMAS, 91773	2	3.0	60615
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Los Angeles	SANTA MONICA - UCLA MEDICAL CENTER & ORTHOPAEDIC HOSPITAL	1250 16TH STREET, SANTA MONICA, 90404	2	5.5	46494
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Los Angeles	ST. JOHN'S HEALTH CENTER	2121 Santa Monica Blvd, SANTA MONICA, 90404	17	4.0	41355
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Los Angeles	TORRANCE MEMORIAL MEDICAL CENTER	3330 WEST LOMITA BOULEVARD, TORRANCE, 90505-5073	14	5.5	67700
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Los Angeles	USC KENNETH NORRIS, JR. CANCER HOSPITAL	1441 EASTLAKE AVENUE, LOS ANGELES, 90033	1	11.0	136002
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Los Angeles	USC UNIVERSITY HOSPITAL	1500 SAN PABLO STREET, LOS ANGELES, 90033	4	4.5	111692
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Los Angeles	VERDUGO HILLS HOSPITAL	1812 VERDUGO BOULEVARD, GLENDALE, 91208	2	4.5	26380
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Los Angeles	WEST HILLS HOSPITAL AND MEDICAL CENTER	7300 MEDICAL CENTER DRIVE, CANOGA PARK, 91307	5	3.0	85440
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Los Angeles	WHITE MEMORIAL MEDICAL CENTER	1720 CESAR E. CHAVEZ AVENUE, LOS ANGELES, 90033	1	10.0	110021
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Los Angeles	WHITTIER HOSPITAL MEDICAL CENTER	9080 COLIMA ROAD, WHITTIER, 90605	5	3.0	64645
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Marin	KAISER FND HOSP - SAN RAFAEL	99 MONTECILLO ROAD, SAN RAFAEL, 94903	10	4.0	0
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Marin	MARIN GENERAL HOSPITAL	250 BON AIR ROAD, GREENBRAE, 94904	3	4.0	72870
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Marin	NOVATO COMMUNITY HOSPITAL	180 ROLAND WAY, NOVATO, 94945	2	4.0	97732
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Mendocino	UKIAH VALLEY MEDICAL CENTER/HOSPITAL DRIVE	275 HOSPITAL DRIVE, UKIAH, 95482	1	5.0	60285
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Merced	MERCY MEDICAL CENTER - MERCED	333  MERCY AVENUE, MERCED, 95340	3	5.0	78521
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Monterey	COMMUNITY HOSPITAL MONTEREY PENINSULA	23625 W. R. HOLMAN HIGHWAY, MONTEREY, 93940	13	4.0	59453
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Monterey	NATIVIDAD MEDICAL CENTER	1441 CONSTITUTION BOULEVARD, SALINAS, 93906	4	5.0	103080
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Monterey	SALINAS VALLEY MEMORIAL HOSPITAL	450 EAST ROMIE LANE, SALINAS, 93901	9	5.0	60795
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Napa	QUEEN OF THE VALLEY HOSPITAL - NAPA	1000 TRANCAS STREET, NAPA, 94558	7	5.0	77514
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Nevada	SIERRA NEVADA MEMORIAL HOSPITAL	155 GLASSON WAY, GRASS VALLEY, 95945	7	6.0	63413
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Orange	FOUNTAIN VALLEY RGNL HOSP AND MED CTR - EUCLID	17100 EUCLID STREET, FOUNTAIN VALLEY, 92708	4	3.5	83312
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Orange	HOAG HOSPITAL IRVINE	16200 SAND CANYON AVENUE, IRVINE, 92718	3	3.0	91401
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Orange	HOAG MEMORIAL HOSPITAL PRESBYTERIAN	ONE HOAG DRIVE, NEWPORT BEACH, 92663	30	5.0	55061
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Orange	KAISER FND HOSP - ANAHEIM	441 LAKEVIEW AVENUE, ANAHEIM, 92807	24	4.0	0
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Orange	MISSION HOSPITAL LAGUNA BEACH	31872 COAST HIGHWAY, LAGUNA BEACH, 92677	2	6.0	56002
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Orange	MISSION HOSPITAL REGIONAL MEDICAL CENTER	27700 MEDICAL CENTER ROAD, MISSION VIEJO, 92691	14	4.5	64161
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Orange	ORANGE COAST MEMORIAL MEDICAL CENTER	9920 TALBERT AVENUE, FOUNTAIN VALLEY, 92708	4	3.0	55586
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Orange	PLACENTIA LINDA HOSPITAL	1301 NORTH ROSE DRIVE, PLACENTIA, 92670	4	3.5	43049
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Orange	SADDLEBACK MEMORIAL MEDICAL CENTER	24451 HEALTH CENTER DRIVE, LAGUNA HILLS, 92653	22	6.0	55150
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Orange	ST. JOSEPH HOSPITAL - ORANGE	1100 WEST STEWART DRIVE, ORANGE, 92868	26	5.0	51482
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Orange	ST. JUDE MEDICAL CENTER	101 EAST VALENCIA MESA DRIVE, FULLERTON, 92835	6	4.5	47966
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Orange	UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER	101 CITY DRIVE SOUTH, ORANGE, 92668	6	5.5	104367
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Placer	SUTTER AUBURN FAITH HOSPITAL	11815 EDUCATION STREET, AUBURN, 95602	1	4.0	51694
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Placer	SUTTER ROSEVILLE MEDICAL CENTER	ONE MEDICAL PLAZA, ROSEVILLE, 95661	4	5.0	70482
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Riverside	EISENHOWER MEDICAL CENTER	39-000 BOB HOPE DRIVE, RANCHO MIRAGE, 92270	33	4.0	57403
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Riverside	KAISER FND HOSP - RIVERSIDE	10800 MAGNOLIA AVENUE, RIVERSIDE, 92505	18	5.0	0
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Riverside	SOUTHWEST HEALTHCARE SYSTEM-MURRIETA	25500 MEDICAL CENTER DRIVE, MURRIETA, 92562	3	3.0	21220
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Sacramento	KAISER FND HOSP - SACRAMENTO/ROSEVILLE-MORSE	2025 MORSE AVENUE, SACRAMENTO, 95825	16	4.5	0
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Sacramento	KAISER FND HOSP - SOUTH SACRAMENTO	6600 BRUCEVILLE ROAD, SACRAMENTO, 95823	4	4.5	0
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Sacramento	MERCY GENERAL HOSPITAL	4001 J STREET, SACRAMENTO, 95819	4	4.0	51403
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Sacramento	MERCY HOSPITAL - FOLSOM	1650 CREEKSIDE DRIVE, FOLSOM, 95630	5	6.0	66606
2008	Digestive Procedures	Colectomy Large Intestine (laparoscopic)	Sacramento	MERCY SAN JUAN HOSPITAL	6501 COYLE AVENUE, CARMICHAEL, 95608	6	3.0	39132
